Age,Income,Gender,Marital_Status,Education_Level,Purchase_History,Product_Interest,Purchase
44,56575,Male,Single,Master’s,17,6,1
53,125455,Female,Divorced,Bachelor’s,13,4,0
46,62261,Female,Single,High School,4,10,0
55,130659,Female,Divorced,Master’s,20,3,0
50,47716,Female,Divorced,PhD,13,1,1
54,23236,Male,Single,High School,7,7,0
44,35848,Male,Single,Bachelor’s,14,5,1
50,22352,Male,Married,Master’s,14,10,0
21,21932,Male,Divorced,Master’s,18,7,0
39,96449,Male,Married,PhD,19,1,0
19,28556,Female,Single,High School,5,8,0
27,106836,Male,Divorced,Master’s,18,3,1
22,25498,Male,Married,Master’s,7,7,0
27,96118,Male,Married,High School,5,3,1
50,70098,Male,Married,Master’s,19,3,1
55,84386,Female,Single,High School,14,10,1
30,132169,Female,Single,High School,2,9,0
48,29569,Female,Single,High School,9,2,0
64,136127,Female,Divorced,PhD,14,4,1
53,146060,Female,Single,High School,15,6,0
62,76882,Male,Divorced,High School,16,3,1
41,90393,Female,Married,Bachelor’s,18,10,0
69,20340,Female,Married,Bachelor’s,10,10,0
32,63949,Female,Single,PhD,15,7,1
46,102302,Male,Married,High School,4,7,0
25,82443,Male,Single,Bachelor’s,4,5,1
22,111668,Female,Divorced,Bachelor’s,13,3,1
46,94027,Male,Married,Master’s,17,2,0
64,20138,Male,Single,High School,7,4,0
21,20358,Female,Married,Bachelor’s,4,4,0
29,139619,Male,Married,PhD,6,8,1
62,95250,Male,Single,Master’s,15,8,0
19,105376,Male,Married,Master’s,13,5,0
44,119931,Female,Married,High School,4,6,0
48,50654,Female,Married,High School,8,8,0
68,45879,Female,Married,Master’s,3,1,1
68,101532,Male,Divorced,PhD,3,5,0
53,75778,Female,Married,High School,15,4,1
53,57772,Male,Married,High School,16,4,0
43,78478,Male,Single,Master’s,14,2,0
60,84353,Male,Divorced,Master’s,3,10,0
44,46762,Female,Single,High School,5,1,1
22,33283,Female,Single,Bachelor’s,15,6,1
37,83922,Female,Single,High School,3,7,0
28,59420,Female,Divorced,Bachelor’s,5,5,1
27,75568,Male,Single,Master’s,4,8,1
57,105090,Female,Single,Bachelor’s,15,9,0
55,40219,Male,Single,PhD,15,2,0
23,77169,Female,Married,Master’s,9,4,0
25,120455,Female,Single,High School,8,9,0
40,94965,Female,Divorced,High School,3,5,0
64,66840,Male,Divorced,Master’s,13,3,0
43,64695,Male,Married,Master’s,3,6,1
63,125209,Male,Divorced,PhD,11,3,0
60,104754,Male,Divorced,Master’s,9,5,0
29,97988,Male,Married,High School,3,3,0
43,78342,Female,Single,PhD,17,6,0
30,134516,Male,Married,High School,12,10,1
57,38951,Male,Single,Bachelor’s,12,5,1
35,21307,Male,Single,Master’s,13,9,1
42,100388,Male,Divorced,Bachelor’s,17,3,0
50,110768,Female,Married,High School,0,6,0
64,55428,Male,Divorced,Bachelor’s,20,8,1
57,128707,Female,Divorced,Bachelor’s,15,7,1
60,112021,Female,Single,High School,14,6,0
29,138418,Female,Divorced,High School,4,2,0
61,95774,Male,Married,Master’s,5,7,0
53,58975,Female,Divorced,Bachelor’s,5,8,0
65,137850,Male,Divorced,PhD,2,1,0
21,21140,Male,Single,PhD,15,9,1
22,148865,Male,Married,High School,11,4,0
54,44842,Male,Divorced,High School,3,8,1
25,46421,Male,Single,Bachelor’s,0,10,0
59,21708,Female,Divorced,High School,3,7,1
66,23630,Female,Married,PhD,0,10,1
45,39595,Male,Divorced,Master’s,20,7,1
48,96021,Female,Divorced,Master’s,7,2,0
26,48308,Male,Single,Bachelor’s,4,1,0
68,64789,Female,Divorced,Master’s,1,4,0
46,75690,Female,Single,High School,11,2,1
31,46086,Female,Married,High School,16,8,1
57,36859,Female,Divorced,High School,6,10,0
58,27684,Female,Married,High School,10,7,1
39,111088,Male,Married,Bachelor’s,3,8,1
28,21207,Male,Divorced,Master’s,4,6,1
40,66099,Female,Single,PhD,5,1,1
18,87496,Male,Married,Master’s,10,9,0
63,86093,Female,Married,High School,0,6,1
54,49689,Male,Divorced,PhD,9,10,0
38,68651,Female,Divorced,Bachelor’s,19,1,1
43,33893,Female,Divorced,High School,20,1,1
63,117808,Female,Divorced,High School,10,8,0
53,86418,Male,Divorced,PhD,16,6,1
40,145074,Male,Divorced,Bachelor’s,7,8,0
18,123065,Female,Single,PhD,12,8,0
68,80011,Female,Married,Bachelor’s,19,8,0
57,58635,Male,Single,High School,17,10,0
32,76115,Male,Single,Master’s,15,7,0
38,115071,Male,Divorced,High School,1,7,0
64,98405,Male,Married,Master’s,4,10,0
26,92702,Male,Single,Master’s,17,4,1
70,98518,Female,Divorced,Bachelor’s,2,9,0
26,126233,Male,Divorced,PhD,16,2,1
27,123651,Female,Married,Bachelor’s,15,9,1
69,92805,Female,Single,High School,5,10,1
70,78954,Male,Single,PhD,18,3,0
43,48064,Male,Single,Master’s,6,2,0
58,142813,Female,Divorced,Master’s,17,4,1
52,99063,Male,Married,High School,13,5,0
69,22454,Female,Married,PhD,5,2,1
42,40878,Male,Single,High School,7,1,1
43,71098,Male,Divorced,High School,14,10,1
28,82154,Male,Single,Bachelor’s,14,5,0
55,32991,Female,Married,High School,14,9,1
19,88344,Male,Divorced,PhD,15,5,0
24,124946,Female,Single,High School,0,10,1
35,56593,Male,Single,PhD,10,9,0
44,56304,Female,Divorced,Master’s,4,10,1
51,50386,Male,Married,High School,4,6,0
44,75220,Female,Divorced,PhD,20,3,1
34,133613,Female,Single,Master’s,5,4,0
60,89338,Female,Single,PhD,1,4,0
61,114289,Female,Single,Master’s,5,1,0
68,41083,Female,Single,Bachelor’s,13,3,1
41,38354,Female,Married,High School,10,3,1
42,42190,Male,Married,High School,3,1,1
24,26142,Female,Single,Master’s,8,9,0
69,48398,Female,Married,Bachelor’s,2,1,0
23,71971,Female,Married,PhD,15,9,1
70,61862,Male,Married,Bachelor’s,10,1,1
41,118668,Male,Single,PhD,3,2,0
50,73410,Male,Divorced,PhD,0,2,1
66,39503,Female,Divorced,High School,20,6,0
46,145438,Male,Divorced,Master’s,15,7,0
60,68456,Male,Single,High School,18,1,0
39,120167,Female,Married,High School,15,3,1
43,102035,Female,Married,High School,10,2,0
45,125388,Male,Single,PhD,7,8,1
67,28016,Female,Single,High School,0,9,0
38,22384,Female,Divorced,PhD,20,2,1
66,82320,Female,Divorced,Master’s,8,2,1
24,35072,Female,Single,PhD,11,10,0
34,122239,Male,Divorced,PhD,7,9,0
37,131431,Female,Married,Bachelor’s,16,4,0
58,100018,Male,Single,High School,9,5,0
66,60510,Male,Single,High School,6,9,1
37,68933,Male,Married,High School,18,6,1
39,41826,Male,Married,High School,5,10,1
45,88026,Female,Married,Bachelor’s,20,9,1
57,141668,Female,Divorced,Bachelor’s,18,9,1
66,131628,Female,Single,Bachelor’s,17,7,0
24,45518,Male,Divorced,Bachelor’s,14,10,0
18,44045,Male,Married,High School,1,9,1
49,70876,Male,Divorced,PhD,13,5,0
30,112446,Female,Married,Master’s,20,5,0
47,110102,Male,Divorced,Bachelor’s,9,8,0
40,71919,Female,Divorced,PhD,15,10,0
68,119441,Female,Married,Bachelor’s,6,4,0
36,47103,Female,Divorced,High School,7,9,0
49,138805,Female,Single,High School,9,7,1
47,56188,Male,Divorced,PhD,14,7,0
46,25845,Female,Divorced,PhD,7,3,0
66,106698,Male,Single,PhD,12,4,1
62,56674,Female,Married,High School,11,7,1
46,138325,Male,Single,High School,7,5,1
47,39337,Male,Divorced,Master’s,14,3,0
33,42313,Female,Married,PhD,11,1,1
57,46943,Female,Divorced,Master’s,10,7,0
36,97949,Female,Divorced,Bachelor’s,18,6,1
35,20276,Male,Single,Master’s,13,10,0
18,71151,Female,Single,Bachelor’s,17,7,0
31,37611,Female,Married,Bachelor’s,12,2,1
68,124641,Male,Married,Master’s,3,4,0
64,31944,Female,Married,PhD,16,2,0
67,72887,Male,Divorced,Bachelor’s,18,8,0
19,101442,Female,Single,PhD,8,7,0
45,69847,Male,Single,High School,6,1,1
66,78653,Male,Single,Bachelor’s,0,2,1
67,106072,Female,Married,High School,6,2,1
47,142589,Male,Single,Master’s,6,4,0
55,76622,Female,Single,PhD,19,3,1
68,47810,Female,Single,Master’s,6,1,1
21,97842,Male,Married,Bachelor’s,7,2,0
18,142225,Female,Single,High School,15,9,1
25,30503,Male,Married,Bachelor’s,2,1,1
46,104761,Male,Single,Master’s,12,9,1
56,56976,Male,Single,PhD,9,7,0
20,146439,Male,Single,PhD,17,2,1
49,31590,Male,Married,Bachelor’s,6,2,1
27,143421,Male,Married,Bachelor’s,20,5,1
27,30886,Male,Single,High School,20,5,0
36,32866,Male,Divorced,Master’s,4,4,0
63,86624,Female,Married,Bachelor’s,6,10,1
51,88899,Female,Married,High School,16,10,1
50,52792,Male,Single,Bachelor’s,3,3,1
40,29764,Female,Divorced,PhD,15,4,0
45,140832,Female,Single,High School,18,10,0
49,145838,Female,Married,High School,9,4,1
67,140356,Female,Married,Bachelor’s,2,2,1
24,106156,Female,Single,Master’s,2,5,0
46,62727,Female,Single,PhD,16,5,0
25,98471,Male,Divorced,Master’s,9,5,1
18,28068,Female,Divorced,High School,16,10,0
20,136923,Female,Married,Master’s,16,1,1
41,27295,Female,Divorced,High School,20,6,1
40,61160,Female,Divorced,Master’s,3,2,0
25,31390,Male,Married,Bachelor’s,20,7,1
64,126752,Male,Married,Master’s,5,4,1
54,40131,Male,Married,High School,11,5,1
20,114754,Male,Married,PhD,19,5,1
68,95969,Female,Single,PhD,16,5,1
50,35038,Male,Married,PhD,16,2,1
45,72327,Male,Married,High School,9,5,1
64,113718,Male,Married,Master’s,6,3,0
25,97064,Male,Divorced,PhD,15,4,0
51,41281,Female,Married,PhD,12,2,1
52,74189,Male,Single,PhD,2,4,0
49,68511,Female,Single,Bachelor’s,1,9,1
41,142115,Male,Married,High School,15,8,1
31,28605,Female,Single,High School,5,3,0
49,120318,Female,Divorced,High School,5,1,1
63,21381,Male,Married,High School,12,1,1
60,86634,Male,Single,High School,6,6,0
33,39810,Male,Single,Bachelor’s,4,3,0
21,138343,Male,Married,Master’s,6,4,0
69,44322,Female,Single,Bachelor’s,1,1,0
54,61869,Female,Married,PhD,16,8,0
38,52955,Male,Single,Bachelor’s,12,1,0
31,81388,Male,Divorced,High School,20,5,1
48,130252,Female,Single,Bachelor’s,20,6,0
65,30207,Male,Single,High School,15,2,0
35,107329,Female,Married,Bachelor’s,19,7,1
24,87628,Male,Single,High School,1,7,1
27,48220,Female,Married,PhD,4,1,0
24,104050,Female,Divorced,High School,17,4,1
50,123546,Female,Married,Bachelor’s,6,4,1
40,94085,Female,Married,PhD,10,5,1
38,42031,Female,Single,Bachelor’s,10,1,1
36,90721,Male,Divorced,PhD,16,1,1
65,100807,Female,Married,Master’s,15,7,1
36,91312,Male,Single,Master’s,12,9,1
53,79766,Female,Single,Master’s,4,1,0
46,32449,Female,Married,Bachelor’s,19,2,1
35,109833,Male,Single,Bachelor’s,15,6,0
19,76699,Male,Married,PhD,15,6,1
18,126127,Male,Married,PhD,15,2,1
64,101253,Male,Married,PhD,13,9,0
22,125659,Female,Divorced,PhD,5,4,1
37,124769,Male,Married,High School,1,7,1
28,131041,Female,Single,Master’s,13,6,0
59,136185,Male,Divorced,High School,15,3,1
19,66092,Male,Single,High School,19,8,1
20,83671,Female,Divorced,High School,12,7,0
40,30350,Female,Divorced,High School,14,9,0
29,116158,Male,Divorced,Master’s,11,3,1
37,120859,Female,Divorced,High School,8,1,0
22,140097,Female,Single,PhD,17,2,1
54,145222,Female,Married,Bachelor’s,20,1,1
55,88487,Female,Single,PhD,13,5,0
47,37622,Female,Married,Bachelor’s,19,10,0
26,143853,Female,Single,PhD,3,2,0
51,90263,Female,Divorced,PhD,7,3,0
70,73117,Female,Divorced,Bachelor’s,7,8,1
61,123990,Male,Married,Master’s,15,10,0
52,78394,Female,Married,High School,9,5,0
69,122005,Male,Single,PhD,20,4,1
39,121084,Female,Married,Master’s,16,5,1
61,43782,Female,Single,High School,0,10,1
41,136276,Female,Married,Master’s,17,6,1
34,48454,Female,Married,Master’s,9,7,1
27,87904,Male,Married,High School,20,9,1
47,149936,Male,Divorced,PhD,3,1,1
63,35592,Female,Divorced,Master’s,0,4,1
40,42173,Male,Single,PhD,3,9,1
49,53204,Female,Married,PhD,3,5,0
34,55596,Female,Single,PhD,3,8,0
67,54324,Male,Married,High School,16,1,1
68,142258,Male,Divorced,Bachelor’s,8,4,0
34,131668,Female,Divorced,PhD,18,9,1
31,81202,Female,Married,Bachelor’s,12,1,1
26,109400,Male,Married,Bachelor’s,3,1,1
57,144184,Female,Divorced,Master’s,4,4,1
19,133365,Male,Divorced,PhD,12,3,0
62,50750,Female,Single,PhD,15,7,0
42,96112,Female,Divorced,PhD,4,3,1
56,36566,Male,Married,Bachelor’s,7,1,0
26,27190,Male,Single,High School,15,10,0
39,108607,Male,Married,Bachelor’s,0,2,1
60,58333,Female,Single,PhD,5,10,1
63,141929,Female,Married,PhD,10,4,0
21,100905,Female,Divorced,PhD,15,1,0
43,109571,Female,Married,Bachelor’s,4,1,1
46,140263,Male,Single,PhD,15,8,1
62,21589,Female,Married,Master’s,6,7,0
51,144467,Female,Single,PhD,18,8,1
40,45235,Female,Married,High School,0,4,1
54,20159,Male,Divorced,Master’s,8,6,1
28,32145,Female,Divorced,PhD,17,3,0
23,100909,Female,Married,Master’s,12,8,0
35,51921,Male,Married,PhD,14,4,1
38,124859,Female,Married,High School,2,3,0
59,36237,Female,Single,PhD,9,4,1
53,127507,Male,Married,Master’s,8,6,0
58,28244,Female,Married,High School,12,7,0
55,34743,Female,Single,Bachelor’s,15,7,0
51,117102,Female,Divorced,High School,2,4,1
34,66101,Male,Married,High School,14,8,1
54,131645,Female,Married,High School,16,7,1
42,141534,Female,Divorced,Master’s,13,2,0
55,104227,Male,Divorced,High School,6,8,1
29,119532,Male,Single,PhD,19,9,1
40,76378,Female,Married,High School,15,5,1
70,91126,Female,Married,High School,20,4,1
59,76071,Female,Single,PhD,7,4,0
39,91121,Female,Divorced,PhD,3,4,1
38,94763,Male,Single,Bachelor’s,19,6,1
44,113814,Female,Divorced,High School,14,4,0
48,124350,Male,Single,Master’s,4,7,1
23,32237,Male,Divorced,High School,12,7,0
44,35649,Female,Single,High School,5,5,0
57,57713,Female,Divorced,PhD,4,5,0
51,93463,Male,Divorced,Bachelor’s,16,10,1
29,65409,Male,Divorced,High School,6,8,0
62,68766,Female,Divorced,Master’s,5,7,0
70,66154,Male,Divorced,High School,1,7,0
24,27016,Female,Married,Master’s,10,6,1
27,99563,Female,Divorced,PhD,6,7,0
62,68688,Male,Married,Bachelor’s,20,7,0
34,109678,Male,Divorced,High School,7,10,0
43,132056,Female,Married,Bachelor’s,4,2,1
38,74238,Male,Married,High School,17,10,0
45,78608,Female,Single,Master’s,15,2,0
63,109081,Female,Divorced,Bachelor’s,13,10,1
19,136572,Female,Single,High School,11,7,1
60,51897,Male,Single,PhD,16,10,1
18,70961,Female,Divorced,Master’s,4,7,0
68,88703,Female,Single,Bachelor’s,13,7,0
70,64757,Female,Divorced,High School,5,5,0
53,46917,Female,Single,Bachelor’s,14,1,0
68,42736,Female,Divorced,High School,6,2,1
43,47990,Female,Divorced,Master’s,13,9,0
46,82551,Female,Divorced,PhD,17,8,1
38,78161,Female,Married,Master’s,0,8,0
28,99623,Female,Single,Bachelor’s,5,10,0
57,42440,Female,Married,Bachelor’s,2,1,0
28,55205,Female,Single,High School,4,6,1
53,141156,Male,Single,Master’s,11,9,1
66,100811,Female,Single,High School,10,8,1
56,143768,Female,Married,Master’s,12,3,1
57,75103,Female,Single,Bachelor’s,15,4,0
52,90812,Male,Married,High School,17,3,0
51,61627,Female,Divorced,High School,16,6,0
64,126122,Male,Single,Master’s,16,9,0
41,123032,Female,Single,PhD,10,8,0
39,39008,Female,Divorced,Master’s,19,10,1
22,91274,Male,Divorced,PhD,9,4,1
50,52402,Female,Single,Master’s,15,2,0
53,73384,Male,Divorced,Bachelor’s,1,8,0
64,148922,Male,Married,High School,16,8,0
37,25793,Female,Married,Master’s,19,6,0
36,122827,Female,Single,Bachelor’s,9,8,1
52,25571,Female,Married,Master’s,12,9,0
69,116867,Female,Married,High School,11,1,0
60,36209,Male,Single,Master’s,14,9,0
34,133550,Male,Divorced,PhD,6,2,0
62,110930,Female,Single,High School,20,1,1
60,63148,Male,Married,PhD,12,8,0
51,111218,Male,Single,Bachelor’s,11,8,1
26,22224,Female,Single,Bachelor’s,11,4,1
43,126693,Male,Married,Master’s,1,8,0
19,145551,Male,Married,PhD,4,7,0
70,68695,Female,Single,PhD,1,2,0
26,140779,Male,Married,High School,19,5,0
26,149714,Female,Married,PhD,12,10,0
57,129988,Male,Married,PhD,2,4,1
34,128944,Female,Married,High School,10,3,1
18,52441,Male,Married,High School,15,1,1
42,126966,Male,Married,PhD,0,5,1
60,59129,Female,Divorced,Master’s,18,10,1
57,120252,Female,Single,High School,10,8,0
59,82368,Female,Married,High School,8,9,0
42,130395,Female,Single,PhD,13,7,1
56,112122,Male,Divorced,PhD,8,1,0
52,64760,Male,Married,High School,6,1,0
20,149655,Male,Single,PhD,15,1,1
67,43478,Female,Married,High School,2,2,1
54,147881,Male,Married,Master’s,18,1,1
61,91854,Male,Married,Master’s,3,4,0
61,114230,Female,Married,High School,6,10,1
68,105716,Female,Married,High School,11,9,1
47,32180,Male,Married,Bachelor’s,17,4,0
55,118538,Female,Married,Bachelor’s,4,4,0
51,35372,Male,Divorced,PhD,9,7,1
29,49796,Male,Divorced,PhD,11,9,0
36,78272,Female,Married,High School,7,7,1
54,138295,Male,Married,High School,18,1,0
61,109963,Female,Divorced,Bachelor’s,14,1,1
66,118826,Female,Divorced,Bachelor’s,0,4,0
34,140592,Male,Divorced,High School,2,4,0
27,113635,Male,Married,Master’s,17,1,0
66,131022,Male,Single,Master’s,17,6,1
64,74040,Female,Single,PhD,1,10,1
29,95357,Male,Single,High School,4,2,1
33,91368,Female,Single,High School,0,5,0
41,98356,Female,Married,PhD,9,8,0
36,36211,Male,Single,Bachelor’s,19,3,0
25,125426,Female,Divorced,Bachelor’s,9,9,1
48,25842,Male,Divorced,Master’s,4,7,0
38,83115,Male,Single,High School,17,9,1
34,86852,Male,Divorced,Bachelor’s,20,1,1
40,145737,Male,Married,Master’s,14,5,1
54,65968,Male,Single,Master’s,19,3,1
33,37508,Male,Single,Master’s,7,4,1
23,42005,Male,Married,Bachelor’s,16,4,0
25,74575,Female,Divorced,Bachelor’s,11,7,0
42,100742,Male,Married,High School,20,10,0
35,38971,Female,Married,High School,11,8,0
42,45599,Female,Divorced,Master’s,0,10,0
29,107592,Female,Married,Master’s,3,5,0
32,86914,Male,Divorced,Bachelor’s,7,10,1
43,138062,Female,Divorced,Bachelor’s,0,7,0
58,87055,Female,Married,High School,14,3,1
62,107697,Male,Divorced,High School,17,3,1
43,126239,Male,Married,PhD,0,3,1
64,124397,Female,Divorced,High School,10,4,1
49,143106,Male,Single,Bachelor’s,1,6,1
27,25355,Male,Divorced,Master’s,0,5,0
33,74120,Male,Divorced,PhD,11,8,0
24,94619,Male,Married,High School,15,5,0
34,58342,Female,Divorced,High School,9,5,1
40,105992,Male,Single,Bachelor’s,17,10,0
43,98860,Male,Single,PhD,14,2,0
38,22257,Male,Divorced,High School,16,5,1
39,47364,Female,Divorced,Master’s,9,7,1
24,44972,Female,Single,Bachelor’s,2,2,0
31,131715,Male,Married,PhD,20,6,1
32,46654,Male,Single,High School,15,7,1
70,100769,Female,Single,High School,5,5,1
24,101423,Male,Divorced,PhD,2,9,0
26,49320,Male,Divorced,Bachelor’s,8,4,1
68,40808,Female,Single,PhD,10,10,1
65,72389,Male,Married,PhD,20,1,1
25,115690,Male,Single,Bachelor’s,12,8,1
67,138581,Female,Single,High School,17,8,1
40,147927,Female,Married,Master’s,3,7,0
46,54773,Male,Single,Bachelor’s,7,8,0
35,71168,Female,Single,Master’s,12,2,1
48,47747,Male,Divorced,High School,9,3,1
47,96396,Male,Married,PhD,1,9,0
69,128374,Male,Divorced,Master’s,7,1,0
56,127692,Female,Divorced,High School,5,8,1
52,103692,Female,Married,High School,15,8,1
35,77505,Male,Married,PhD,17,7,0
59,105896,Male,Single,PhD,16,5,1
56,38135,Female,Divorced,High School,5,4,1
34,110887,Female,Married,High School,12,10,0
31,142118,Female,Divorced,Master’s,13,10,0
48,116035,Male,Divorced,High School,20,10,0
41,67377,Female,Married,High School,9,10,0
52,43554,Female,Single,Master’s,10,6,1
61,82491,Male,Divorced,Bachelor’s,12,1,1
62,75621,Male,Married,Master’s,11,5,1
51,134667,Male,Single,Master’s,8,4,1
20,78283,Female,Divorced,PhD,3,4,0
54,105140,Male,Married,Master’s,6,7,0
60,36923,Male,Divorced,High School,1,9,1
57,67591,Male,Married,High School,6,8,1
43,82261,Male,Married,High School,8,8,1
40,136149,Female,Divorced,Bachelor’s,4,5,0
61,74336,Male,Divorced,High School,14,6,0
56,94083,Female,Married,Bachelor’s,17,2,0
32,80948,Female,Single,High School,3,3,1
66,129819,Female,Divorced,Master’s,18,5,1
21,53002,Male,Married,PhD,19,2,1
46,100098,Female,Married,High School,6,3,0
39,136236,Male,Single,Bachelor’s,7,4,1
42,93016,Male,Single,Bachelor’s,16,6,0
30,46672,Male,Single,PhD,12,5,1
35,24213,Female,Divorced,High School,20,10,1
50,30293,Male,Married,Master’s,10,4,0
33,119977,Male,Married,High School,0,2,0
62,75860,Male,Married,High School,1,5,1
59,82507,Female,Single,PhD,16,5,0
61,77134,Female,Married,High School,4,7,0
19,22100,Female,Divorced,Master’s,5,1,0
52,130153,Male,Single,Bachelor’s,6,4,0
59,81997,Female,Single,PhD,20,5,0
51,48172,Male,Single,Master’s,14,8,1
47,40132,Male,Single,Bachelor’s,18,8,1
30,137861,Female,Divorced,PhD,15,1,1
30,38199,Male,Married,PhD,12,5,1
35,56609,Female,Divorced,Bachelor’s,4,10,0
49,62965,Male,Married,Bachelor’s,2,1,1
49,28016,Female,Divorced,Master’s,2,1,0
52,59779,Male,Single,High School,18,2,1
56,122797,Male,Single,High School,13,2,1
63,51881,Male,Divorced,High School,15,9,0
69,102594,Male,Divorced,High School,16,4,1
46,44472,Male,Married,High School,3,3,1
66,126882,Female,Divorced,Master’s,12,1,1
46,120462,Male,Divorced,PhD,7,2,1
70,71813,Female,Married,Master’s,18,6,1
61,120368,Female,Married,Master’s,4,9,1
33,146731,Female,Married,Master’s,1,5,1
61,56021,Male,Divorced,PhD,14,4,0
64,74131,Male,Married,Master’s,1,5,1
27,44087,Male,Single,Master’s,10,9,1
47,32828,Female,Single,PhD,12,7,1
42,81610,Male,Single,Master’s,9,8,1
56,116664,Male,Divorced,High School,2,4,1
37,143619,Female,Single,Bachelor’s,4,8,1
22,21401,Female,Divorced,Master’s,2,6,0
18,105179,Female,Divorced,Bachelor’s,5,5,1
47,35193,Female,Single,Master’s,12,7,1
66,112389,Female,Married,Master’s,9,6,0
20,64864,Female,Divorced,High School,18,3,0
62,40307,Male,Single,PhD,7,5,1
31,122518,Female,Divorced,Bachelor’s,17,9,1
47,39611,Male,Married,PhD,2,7,1
67,63791,Male,Married,High School,16,4,0
21,31950,Male,Single,High School,7,7,0
35,96240,Female,Divorced,Bachelor’s,9,5,1
54,128647,Male,Divorced,PhD,1,2,1
42,97403,Female,Divorced,High School,11,6,0
65,22745,Female,Divorced,Master’s,5,7,0
18,75243,Male,Single,Master’s,1,8,0
70,23866,Female,Married,Master’s,20,6,0
63,52245,Male,Single,PhD,2,8,1
32,64724,Male,Divorced,Master’s,16,7,0
26,148681,Female,Divorced,Master’s,6,2,0
32,91354,Male,Married,High School,20,6,1
66,71374,Male,Divorced,High School,4,9,0
41,134397,Male,Single,Master’s,0,6,1
21,137480,Female,Single,Master’s,7,4,0
29,144577,Male,Married,High School,11,7,1
54,50116,Female,Single,Bachelor’s,13,3,0
54,101029,Female,Single,PhD,15,5,1
60,113574,Male,Single,PhD,9,1,1
23,40447,Male,Single,High School,14,10,0
56,50431,Female,Divorced,PhD,20,3,1
63,37908,Female,Single,High School,14,8,1
41,49336,Male,Married,High School,9,9,0
28,60992,Male,Married,High School,20,9,1
30,75350,Female,Single,High School,6,10,1
51,89561,Female,Married,Bachelor’s,2,2,0
42,137254,Female,Single,Master’s,1,4,0
24,71955,Female,Married,Master’s,5,5,1
69,81240,Female,Married,Bachelor’s,20,3,1
21,40093,Male,Single,PhD,8,1,1
25,26155,Female,Single,PhD,9,6,1
37,66607,Female,Divorced,Master’s,3,10,1
46,53487,Male,Single,PhD,2,2,0
70,133194,Male,Single,Master’s,8,9,1
68,75668,Female,Divorced,Master’s,16,1,0
62,40963,Female,Single,Bachelor’s,13,9,0
63,70124,Male,Single,PhD,9,7,0
27,72870,Female,Divorced,Bachelor’s,12,10,0
60,76547,Female,Single,Master’s,11,2,1
51,84110,Male,Single,Master’s,0,6,1
43,73554,Female,Divorced,Master’s,18,8,1
58,40936,Male,Divorced,High School,18,2,0
66,136895,Male,Married,High School,5,5,0
20,24426,Male,Single,High School,12,6,1
23,108839,Male,Married,Bachelor’s,18,3,0
22,130816,Female,Married,Master’s,12,2,1
22,47606,Male,Divorced,PhD,20,6,0
64,67832,Female,Single,Bachelor’s,3,3,0
40,48151,Female,Single,Bachelor’s,1,2,0
66,99303,Female,Divorced,Bachelor’s,14,1,0
26,31308,Female,Married,PhD,11,8,0
52,129781,Female,Divorced,Master’s,6,1,0
37,82522,Male,Single,High School,19,5,0
66,143523,Male,Divorced,Master’s,17,6,1
59,65671,Male,Single,Master’s,12,3,1
52,110306,Male,Married,Bachelor’s,16,7,0
67,114108,Female,Single,Bachelor’s,3,2,0
35,126984,Male,Married,Bachelor’s,13,7,1
34,22204,Female,Married,High School,19,2,0
41,112769,Female,Single,High School,12,5,1
20,107265,Male,Single,High School,2,7,1
49,51131,Male,Married,Master’s,17,3,1
52,72428,Male,Divorced,Bachelor’s,13,4,1
55,53870,Male,Single,PhD,14,1,1
30,123547,Female,Married,Master’s,2,3,0
64,124918,Female,Married,High School,0,9,0
42,69067,Male,Divorced,PhD,16,10,1
26,78585,Female,Single,PhD,2,5,0
21,127011,Female,Married,Bachelor’s,13,8,1
31,132217,Female,Divorced,PhD,2,2,0
54,41607,Male,Married,High School,12,3,0
51,44968,Female,Single,Bachelor’s,14,7,0
28,118934,Male,Divorced,PhD,17,10,0
58,31908,Male,Married,Bachelor’s,13,4,0
20,46423,Female,Divorced,PhD,20,9,0
45,129151,Female,Single,Master’s,2,7,0
46,94707,Male,Divorced,Master’s,18,1,0
26,98257,Female,Single,High School,7,4,1
20,146282,Female,Married,Master’s,3,10,1
42,81215,Male,Single,Master’s,3,6,0
51,75835,Male,Married,Master’s,18,6,0
29,69429,Male,Married,PhD,10,10,0
59,102152,Male,Single,PhD,0,6,1
26,128048,Female,Married,Bachelor’s,7,5,0
32,58458,Female,Divorced,PhD,14,3,0
57,66169,Male,Married,Master’s,0,2,1
42,27659,Male,Single,PhD,6,3,1
22,80614,Male,Divorced,High School,20,9,1
28,128905,Female,Divorced,Bachelor’s,19,3,0
51,97240,Male,Married,Bachelor’s,19,3,1
41,52793,Female,Married,PhD,10,1,0
32,133688,Male,Single,Master’s,13,2,1
55,66473,Male,Divorced,Bachelor’s,15,3,0
25,116762,Male,Single,High School,13,2,0
22,109388,Female,Married,High School,11,8,0
65,117618,Female,Divorced,Bachelor’s,16,6,1
43,108330,Female,Single,Master’s,13,7,0
35,126956,Male,Single,Master’s,9,1,0
23,138452,Female,Single,PhD,13,6,0
54,75751,Female,Single,PhD,17,2,1
65,146311,Male,Single,Bachelor’s,8,6,0
30,98915,Male,Divorced,PhD,16,3,0
45,74254,Female,Single,PhD,5,7,0
